id,country_id,start_date,name,caretaker,wikipedia,data_source,description,comment,previous_cabinet_id,previous_parliament_election_id,previous_ep_election_id,old_countryID,old_cabID
524,59,1990-12-17,Vranitzky III,0,http://de.wikipedia.org/wiki/Bundesregierung_Vranitzky_III,reuters,"Cabinet was appointed on 17 December 1990.
Cabinet ended with election on 10 October 1994 and resigned the next day.",,873,325,,40,19900
525,26,1947-02-02,De Gasperi III,0,http://it.wikipedia.org/wiki/Governo_De_Gasperi_III,mueller,,,416,503,,380,19470
526,43,1962-04-14,Pompidou I,0,http://fr.wikipedia.org/wiki/Historique_des_gouvernements_de_la_France,,,not in Woldendorp ea 2000,692,375,,250,19620
527,60,1990-05-16,Peterle,0,http://en.wikipedia.org/wiki/Lojze_Peterle,reuters,"PM Peterle was sworn in on 16 May 1990.
He lost a vote of confidence and resigned on 22 April 1992.",,,129,,705,19900
528,35,1994-10-06,Carlsson IV,0,http://sv.wikipedia.org/wiki/Regeringen_Carlsson_III,"ap, mueller",PM Carlsson unexpectedly announced on 18 August 1995 that he would resign the following March.,,779,412,,752,19940
529,54,2002-10-22,Schroeder II,0,http://en.wikipedia.org/wiki/Schr%C3%B6der_Cabinet_II,bbc,"PM Schröder announced on 22 May 2005 that he intended to call for early election. He initiated and lost a vote of confidence (yes: 151, no: 296, abstain: 148) on 1 July 2005 and most coalition MPs abstained from voting.",,107,385,417,276,20020
530,75,1995-11-03,Vahi II,0,http://en.wikipedia.org/wiki/Tiit_V%C3%A4hi,mue-rom,,,604,600,,233,19951
531,41,1980-05-09,Rallis,0,,,,,865,596,,300,19800
532,7,1953-12-29,Bech I,0,http://lb.wikipedia.org/wiki/Regierung_Bech-Bodson,,,,360,149,,442,19530
533,59,1961-04-11,Gorbach I,0,http://de.wikipedia.org/wiki/Bundesregierung_Gorbach_I,"mueller, nyt","Cabinet was appointed on 11 April 1961.
On 12 July 1962, coalition parties agreed to call an early election to seek a fresh mandate before the beginning of negotiations with the European Economic Community.
Cabinet ended with an early election on 18 November 1962 and resigned two days later.",,757,347,,40,19610
534,29,1948-11-15,St-Laurent I,0,http://en.wikipedia.org/wiki/Louis_St._Laurent#Prime_Minister_of_Canada,,,,608,189,,124,19480
535,55,2006-04-08,Kalvitis II,0,http://en.wikipedia.org/wiki/Aigars_Kalv%C4%ABtis,mue-rom,,,228,260,145,428,20060
536,56,1979-10-15,Groendal,1,http://en.wikipedia.org/wiki/Benedikt_Sigur%C3%B0sson_Gr%C3%B6ndal,indridason,"Formed only to call an election (Indridason 2005, 461).",,673,275,,352,19790
537,23,2010-05-19,Boc III,0,http://en.wikipedia.org/wiki/Boc_Cabinets,"ager, reuters","National Union (UNPR) signed a cooperation agreement with the cabinet on 19 May 2010.
PM Boc resigned on 6 February 2012 after mass protests against the cabinet's austerity measures.",,993,319,229,642,20090
538,56,2009-02-01,Sigurdardottir I,1,http://sv.wikipedia.org/wiki/Jóhanna_Sigurðardóttir,w,,,558,265,,352,20090
539,27,1979-04-05,Suarez II,0,,,,"Minority government with various supporting parties (Hopkin 2005, 389),",205,493,,724,19790
540,64,1946-08-03,Huysmans,0,http://en.wikipedia.org/wiki/Camille_Huysmans,mueller,,,489,19,,56,19462
541,10,1995-01-26,Videnov,0,http://en.wikipedia.org/wiki/Zhan_Videnov,reuters,"Cabinet won an investiture vote (yes: 131, no: 15) on 26 January 1995.
PM Videnov presented his resignation on 21 December 1996 and it was approved (yes:211, no: 3, abstain: 9) a week later.",,109,355,,100,19950
542,63,1978-08-29,Nobre da Costa,1,http://en.wikipedia.org/wiki/Alfredo_Nobre_da_Costa,keesings,,Nobre da Costa lost a vote of confidence on 14 September 1978 two weeks after taking office.,336,200,,620,19781
543,35,1945-07-31,Hansson,0,http://sv.wikipedia.org/wiki/Regeringen_Hansson_IV,"mueller, nyt",PM Hansson died on 6 October 1946,,,485,,752,19450
544,7,1958-03-29,Frieden,0,http://lb.wikipedia.org/wiki/Regierung_Frieden,nyt,PM Frieden was appointed on 31 March 1958. The government resigned on 10 December 1958 after the LSAP left the coalition.,,500,153,,442,19580
545,9,1953-10-12,Torp II,0,http://en.wikipedia.org/wiki/Oscar_Torp,mueller,,,487,167,,578,19530
546,15,1991-01-13,Vagnorius I,0,http://en.wikipedia.org/wiki/Gediminas_Vagnorius,,,,267,462,,440,19911
547,1,2002-10-16,Dzurinda II,0,http://en.wikipedia.org/wiki/Mikul%C3%A1%C5%A1_Dzurinda,"ejpr, rferl",Cabinet lost majority support on 8 December 2003 following the formation of a breakaway group by coalition party MPs.,,699,218,,703,20020
548,26,1969-08-05,Rumor II,0,http://it.wikipedia.org/wiki/Governo_Rumor_II,mueller,,,554,261,,380,19690
549,63,1980-01-03,Carneiro I,0,,,,,384,248,,620,19800
550,8,1986-07-14,Lubbers II,0,http://en.wikipedia.org/wiki/Netherlands_cabinet_Lubbers-2,,,,270,62,341,528,19860
551,9,2009-10-20,Stoltenberg III,0,,,,,693,285,,578,20090
552,67,1958-08-29,Fagerholm III,0,http://en.wikipedia.org/wiki/Karl-August_Fagerholm,"nyt, valt",Cabinet resigned on 4 December 1958 after Agrarians left the coalition.,,791,616,,246,19581
553,56,1963-11-14,Benediktsson I,0,http://en.wikipedia.org/wiki/Bjarni_Benediktsson,indridason,,,851,379,,352,19631
554,26,1968-12-12,Rumor I,0,http://it.wikipedia.org/wiki/Governo_Rumor_I,mueller,,,183,261,,380,19681
555,56,2004-09-15,Asgrimsson,0,http://en.wikipedia.org/wiki/http://de.wikipedia.org/wiki/Halld%C3%B3r_%C3%81sgr%C3%ADmsson,ejpr,,,130,178,,352,20040
556,40,1947-12-11,Bundesrat 1947,0,,,,,972,684,,756,19470
557,43,1953-01-08,Mayer,0,http://fr.wikipedia.org/wiki/Historique_des_gouvernements_de_la_France,,,,658,293,,250,19530
558,56,2007-05-24,Haarde II,0,http://en.wikipedia.org/wiki/Geir_Haarde,ejpr,,,246,265,,352,20070
559,60,1993-01-12,Drnovsek II,0,http://en.wikipedia.org/wiki/Janez_Drnovsek,"vlada, bbc, afp","PM Drnovšek won a confidence vote (yes: 48) on 12 January 1993 (BBC) and presented his cabinet on 25 January (AFP).
Cabinet ended on 8 April 1994 when the Social Democrats (SDS) withdrew (BBC). ",,9,382,,705,19930
560,59,1952-10-28,Figl IV,1,http://de.wikipedia.org/wiki/Bundesregierung_Figl_III,"bka, mueller","Caretaker cabinet was appointed on 28 October 1952 after the previous cabinet fell. 
Cabinet ended with an early election on 22 February 1953 and resigned three days later.",,775,67,,40,19520
561,59,1966-04-19,Klaus III,0,http://de.wikipedia.org/wiki/Bundesregierung_Klaus_II,mueller,"Cabinet was appointed on 19 April 1966.
Cabinet ended with election on 1 March 1970 and resigned two days later.",,1035,608,,40,19660
562,60,1996-01-26,Drnovsek IV,0,http://en.wikipedia.org/wiki/Janez_Drnovsek,,Continuation cabinet started on 26 January 1996 with a change in party composition of the previous cabinet and ends with regular elections on 10 November 1996.,,145,382,,705,19960
563,8,1977-12-19,Van Agt I,0,http://en.wikipedia.org/wiki/Netherlands_cabinet_Van_Agt-1,,,,324,635,,528,19770
564,75,1992-10-21,Laar I,0,http://en.wikipedia.org/wiki/Mart_Laar,mue-rom,,Laar lost a vote of no confidence,,670,,233,19921
565,29,1968-04-20,Trudeau I,0,,,,,415,282,,124,19680
566,33,1951-05-11,Menzies V,0,http://en.wikipedia.org/wiki/Fifth_Menzies_Ministry,hug-68,,,450,763,,36,19510
567,26,2005-05-28,Berlusconi III,0,http://it.wikipedia.org/wiki/Governo_Berlusconi_III,"ejpr, w",,,256,498,329,380,20050
568,5,1983-12-27,Nakasone II,0,,,,,242,138,,392,19830
569,11,1972-02-07,Marshall,0,,,,,344,120,,554,19720
570,64,1991-11-24,Martens IX,1,http://en.wikipedia.org/wiki/Wilfried_Martens,reuters,Continuation caretaker cabinet that remained in office after the previous coalition broke apart and until a new coalition formed following general elections.,Start date set to 24 November 1991 (election date) following three month coding rule.,457,418,553,56,19910
571,11,1990-09-04,Moore,0,,,,,307,322,,554,19900
572,9,1993-09-13,Brundtland IV,0,http://en.wikipedia.org/wiki/Gro_Harlem_Brundtland,"keesings, mueller",,,588,404,,578,19930
573,37,1994-12-15,Bruton,0,,,,,748,359,34,372,19940
574,33,1945-07-13,Chifley I,0,http://en.wikipedia.org/wiki/First_Chifley_Ministry,hug-68,,,632,737,,36,19451
575,10,2001-07-24,Sakskoburggotski,0,http://en.wikipedia.org/wiki/Simeon_II_of_Bulgaria,mue-rom,,,792,681,,100,20010
576,33,1983-03-11,Hawke I,0,http://en.wikipedia.org/wiki/First_Hawke_Ministry,hug-86,,,774,751,,36,19830
577,35,1970-09-20,Palme II,0,http://sv.wikipedia.org/wiki/Regeringen_Palme_I,nyt,Minority government supported by Communists (VK). It ends with regular elections on 16 September 1973.,,219,258,,752,19700
578,26,1979-08-04,Cossiga I,0,http://it.wikipedia.org/wiki/Governo_Cossiga_I,mueller,,,638,604,353,380,19791
579,15,2006-07-18,Kirkilas I,0,http://en.wikipedia.org/wiki/Valdas_Adamkus,ejpr,,,495,214,539,440,20061
580,68,2004-08-04,Gross,0,http://en.wikipedia.org/wiki/Stanislav_Gross,afp,"Christian Democrats left cabinet on 31 March 2005. One day later, Gross survived a confidence vote (yes: 76 , no: 78, abstain: 41) with tactic support from the Communists (KSCM) but resigned on 25 April.","EJPR (2005, p. 985) gives 21 seats for KDU-CSL and 10 seats for US-DEU.",504,487,567,203,20040
581,41,2007-10-01,Karamanlis Kos II,0,http://en.wikipedia.org/wiki/Kostas_Karamanlis,"ejpr, afp",Cabinet ended on 3 September 2009 when PM Karamanlis asked President Papoulias to dissolve parliament and to call snap elections.,,876,466,672,300,20070
582,72,1998-09-06,Fenech Adami III,0,,,,,299,173,,470,19980
583,59,2007-01-11,Gusenbauer,0,http://en.wikipedia.org/wiki/Gusenbauer_cabinet,reuters,"Parties signed a coalition agreement on 8 January 2007 and cabinet was appointed three days later.
Cabinet ended on 7 July 2008 after the Conservatives (OVP) withdrew from the coalition and formally resigned on 2 December 2008.","No caretaker cabinet added, because election (28 September 2008) took place within three month after termination (7 July 2008) and formal resignation (2 December 2008) followed within three month after election.",888,197,45,40,20070
584,15,1990-03-17,Prunskiene,0,http://en.wikipedia.org/wiki/Prunskiene,,,,,462,,440,19900
585,63,1976-07-23,Soares I,0,,mueller,,,,200,,620,19760
586,64,1968-06-17,Eyskens G IV,0,http://en.wikipedia.org/wiki/Gaston_Eyskens,mueller,,,353,184,,56,19680
587,35,1978-10-13,Ullsten,0,http://sv.wikipedia.org/wiki/Regeringen_Ullsten,"keesings, mueller, nyt, riksdag","PM Ullsten won an investiture vote on 13 October 1978 (yes: 39, no: 66, abstain: 215).",,137,262,,752,19780
588,9,1990-11-03,Brundtland III,0,http://en.wikipedia.org/wiki/Gro_Harlem_Brundtland,mueller,,,94,571,,578,19900
589,72,1962-03-05,Borg Olivier I,0,,,,,,658,,470,19620
590,44,1976-04-05,Callaghan,0,http://en.wikipedia.org/wiki/Labour_Government_1974-1979,"bpf, nyt",Callaghan lost a vote of confidence on 28 March 1979 and called early elections (NYT).,,7,40,,826,19760
591,43,1956-02-01,Mollet,0,http://fr.wikipedia.org/wiki/Historique_des_gouvernements_de_la_France,,,,397,312,,250,19560
592,1,1993-03-19,Meciar IV,0,http://en.wikipedia.org/wiki/Vladim%C3%ADr_Me%C4%8Diar,mue-rom,,,420,294,,703,19931
593,64,1944-09-26,Pierlot I,0,http://en.wikipedia.org/wiki/Hubert_Pierlot,,,,,,,56,19440
594,43,1958-05-14,Pflimlin,0,http://fr.wikipedia.org/wiki/Historique_des_gouvernements_de_la_France,,,,458,312,,250,19580
595,55,1990-05-07,Godmanis I,0,http://en.wikipedia.org/wiki/Ivars_Godmanis,w,,,,647,,428,19900
596,21,1968-02-22,Baunsgaard,0,http://da.wikipedia.org/wiki/Regeringen_Hilmar_Baunsgaard,mueller,,,825,531,,208,19680
597,26,1951-07-26,De Gasperi VII,0,http://it.wikipedia.org/wiki/Governo_De_Gasperi_VII,mueller,,,123,467,,380,19510
598,67,1961-07-14,Miettunen I,0,http://fi.wikipedia.org/wiki/Miettusen_I_hallitus,valt,Cabinet under PM Miettunen was appointed 14 July 1961 and ended with elections on 5 February 1962.  ,,230,616,,246,19610
599,23,2008-12-22,Boc I,0,http://en.wikipedia.org/wiki/Boc_I_Cabinet,bbc,"PSD ministers resigned on 1 October 2009 and the cabinet lost a confidence vote (yes: 254, no: 176) on 13 October. It remained in office until the new cabinet formed following presidential elections.",,118,319,676,642,20080
600,68,2006-08-16,Topolanek I,0,http://cs.wikipedia.org/wiki/Prvn%C3%AD_vl%C3%A1da_Mirka_Topol%C3%A1nka,"afp, reuters","PM Topolanek was appointed on 16 August 2006 and the cabinet on 4 September. 
Cabinet lost an investiture vote (yes: 96, no: 99) on 3 October and resigned on 11 October.",,15,50,567,203,20060
601,7,2009-07-23,Juncker IV,0,http://en.wikipedia.org/wiki/Jean-Claude_Juncker,,,,12,172,662,442,20090
602,37,1966-11-10,Lynch I,0,http://en.wikipedia.org/wiki/Government_of_the_18th_D%C3%A1il,,,,217,323,,372,19660
603,26,1953-07-16,De Gasperi VIII,0,http://it.wikipedia.org/wiki/Governo_De_Gasperi_VIII,mueller,,,597,642,,380,19530
604,75,1995-04-17,Vahi I,0,http://en.wikipedia.org/wiki/Tiit_V%C3%A4hi,mue-rom,,,4,600,,233,19950
605,74,1992-06-05,Pawlak I,1,http://en.wikipedia.org/wiki/First_Cabinet_of_Waldemar_Pawlak,afp,"Pawlak was appointed by President Lech Wałęsa as Prime Minister and elected in parliament on 5 June 1992 (yes: 261, no: 149, abstain: 7) but failed to find majority support for his potential government.
He resigned on 10 July after parliament accepted his resignation (286 to 11, abstain: 107).",,132,211,,616,19920
606,72,1976-09-25,Mintoff III,0,,,,,816,533,,470,19760
607,43,1973-04-02,Messmer II,0,http://fr.wikipedia.org/wiki/Historique_des_gouvernements_de_la_France,mueller,,cabinet ended by formal resignation,430,357,,250,19730
608,29,1945-06-11,King III,0,http://en.wikipedia.org/wiki/William_Lyon_Mackenzie_King,,,,,189,,124,19450
609,41,1974-11-21,Karamanlis Kon I,0,,,,,,653,,300,19740
610,29,2006-02-06,Harper I,0,http://en.wikipedia.org/wiki/28th_Canadian_Ministry,,,,308,137,,124,20060
611,11,1987-08-19,Lange II,0,,,,,121,322,,554,19870
612,29,2008-10-30,Harper II,0,http://en.wikipedia.org/wiki/28th_Canadian_Ministry,afp,"PM Harper won election on 14 October 2008 and presented his cabinet on 30 October.
PM Harper's government lost a confidence vote over budget plans on 25 March 2011 (yes: 145, no: 156). The following day, he asked to dissolve the parliament.",,610,601,,124,20080
613,64,1961-04-25,Lefevre,0,http://en.wikipedia.org/wiki/Th%C3%A9o_Lef%C3%A8vre,"mueller, nyt",,,144,425,,56,19610
614,67,1987-04-30,Holkeri I,0,http://en.wikipedia.org/wiki/Harri_Holkeri,"mueller, valt",,,650,527,,246,19870
615,26,1960-03-26,Tambroni,0,http://it.wikipedia.org/wiki/Governo_Tambroni,nyt,"PM Tambroni formed an ""emergency"" government that took office on 26 March 1960 and won an investiture vote (yes: 300, no: 293) on 8 April.
Cabinet resigned on 19 July 1960 following an agreement among centre parties about forming a new government.",,372,507,,380,19600
618,67,1972-02-23,Paasio II,0,http://fi.wikipedia.org/wiki/Paasion_II_hallitus,valt,,,391,636,,246,19720
619,29,1962-06-18,Diefenbaker III,0,,,,,697,76,,124,19620
620,11,1996-12-16,Bolger IV,0,http://en.wikipedia.org/wiki/Fourth_National_Government_of_New_Zealand,ejpr,,,830,561,,554,19961
621,7,1995-01-20,Juncker I,0,http://en.wikipedia.org/wiki/Juncker-Poos_Ministry,,,,222,306,594,442,19950
622,59,1963-03-27,Gorbach III,0,http://de.wikipedia.org/wiki/Bundesregierung_Gorbach_II,"nyt, times, mueller","Cabinet was appointed on 27 March 1963 after four months of deadlock in the formation process.
PM Gorbach declared to resign on 20 February 1964 following disputes within the Austrian People's Party (OVP) and handed in his resignation four days later. The cabinet resigned on 2 April.",On 25 February 1964 President Schärf lanced a discussion of whether the resignation of a PM would also require the resignation of the whole cabinet.,890,495,,40,19630
623,40,1959-12-17,Bundesrat 1959,0,,,,,635,674,,756,19590
624,64,1992-03-07,Dehaene I,0,http://en.wikipedia.org/wiki/Jean-Luc_Dehaene,mueller,,,570,418,553,56,19920
625,56,1949-12-06,Thors IV,0,http://en.wikipedia.org/wiki/%C3%93lafur_Thors,indridason,"Cabinet lost a vote of confidence on 1 March 1950 (yes:18, no: 33) and resigned the following day.",,742,259,,352,19490
626,37,1954-06-02,Costello,0,http://en.wikipedia.org/wiki/Government_of_the_15th_D%C3%A1il,,,,643,584,,372,19540
627,33,1958-12-10,Menzies IIX,0,http://en.wikipedia.org/wiki/Eighth_Menzies_Ministry,,,,479,749,,36,19580
628,35,1946-10-11,Erlander I,0,http://sv.wikipedia.org/wiki/Regeringen_Erlander_I,"mueller, nyt",PM Erlander was appointed on 11 October 1946 and cabinet ended with elections on 19 November 1948.,,543,485,,752,19460
629,11,1957-09-26,Holyoake I,0,,,,,410,321,,554,19570
630,21,1998-03-11,Rasmussen N IV,0,http://en.wikipedia.org/wiki/Cabinet_of_Poul_Nyrup_Rasmussen_IV,ejpr,,,255,389,434,208,19980
631,67,1957-09-02,Sukselainen II,0,http://en.wikipedia.org/wiki/Vieno_Johannes_Sukselainen%27s_first_cabinet,nyt,Sukselainen unexpectedly lost a vote of confidence (74 to 75) on 18 October 1957.,,747,71,,246,19571
632,33,1945-07-06,Forde,1,http://en.wikipedia.org/wiki/Forde_Ministry,hug-68,Caretaker cabinet under PM Forde took office after the death of PM Curtin until the United Australia Party (UAP) elected a new leader.,,994,737,,36,19450
633,54,1956-02-24,Adenauer IV,0,http://de.wikipedia.org/wiki/Kabinett_Adenauer_II,"nyt, wid","Cabinet continued on 24 February 1956 when Christian Democrats (CDU) announced to continue the previous coalition with ministers that resigned from the Free Democratic (FDP) party group.
Cabinet changes when German Party (DP) and Free People's Party (FVP) party groups formed a cooperation agreement on 27 September 1956 and formally merged on 14 March 1957.",DP and FVP merger not coded as a new cabinet since no coalition bargaining took place.,376,103,,276,19560
634,33,1967-12-19,McEwen,0,http://en.wikipedia.org/wiki/McEwen_Ministry,hug-77,Caretaker cabinet under PM McEwen took office after the death of PM Holt until the Government parties appoint a new leader.,,67,764,,36,19670
635,40,1955-12-15,Bundesrat 1955,0,,,,,814,30,,756,19550
636,43,1949-10-28,Bidault II,0,http://fr.wikipedia.org/wiki/Gouvernement_Georges_Bidault_(2),w,,,82,75,,250,19491
637,8,1994-08-22,Kok I,0,http://en.wikipedia.org/wiki/Netherlands_cabinet_Kok-1,,,,148,570,58,528,19940
638,26,1979-03-20,Andreotti V,0,http://it.wikipedia.org/wiki/Governo_Andreotti_V,mueller,,,245,502,,380,19790
639,67,1951-01-17,Kekkonen II,0,http://en.wikipedia.org/wiki/Urho_Kekkonen%27s_second_cabinet,valt,,,872,187,,246,19510
640,56,1991-04-30,Oddsson I,0,http://en.wikipedia.org/wiki/Dav%C3%AD%C3%B0_Oddsson,indridason,,,127,274,,352,19910
641,35,2002-10-21,Persson III,0,http://en.wikipedia.org/wiki/Cabinet_of_G%C3%B6ran_Persson,,,,503,156,374,752,20020
642,54,1982-10-01,Kohl I,0,http://de.wikipedia.org/wiki/Kabinett_Kohl_I,dhbt,"Kohl initiated a vote of confidence (yes: 8, no: 218, abstain: 248) on 17 December 1982 and most coalition MPs abstained from voting, to dissolve parliament and call snap elections.",,343,547,361,276,19820
643,37,1951-06-13,Valera VIII,0,http://en.wikipedia.org/wiki/Government_of_the_14th_D%C3%A1il,,,,154,515,,372,19510
644,60,1997-02-27,Drnovsek V,0,http://en.wikipedia.org/wiki/Janez_Drnovsek,rferl,PM Drnovsek lost a confidence vote on 8 April 2000 after Slovenian People's Party (SLS) ministers announced to withdraw from the coalition.,,562,338,,705,19970
645,51,1993-02-28,Klerides I,0,http://en.wikipedia.org/wiki/Glafkos_Klerides,"afp, reuters",,,912,342,,196,19930
646,44,1983-06-09,Thatcher II,0,http://en.wikipedia.org/wiki/Conservative_Government_1983-1987,,,,273,290,37,826,19830
647,35,1982-10-07,Palme IV,0,http://sv.wikipedia.org/wiki/Regeringen_Palme_II,"mueller, riksdag",,,142,175,,752,19820
648,43,1946-01-26,Gouin,1,http://fr.wikipedia.org/wiki/Gouvernement_F%C3%A9lix_Gouin,w,,,411,471,,250,19460
649,5,1963-12-09,Ikeda III,0,,,,,48,640,,392,19630
650,67,1983-05-06,Sorsa VI,0,http://en.wikipedia.org/wiki/Kalevi_Sorsa,valt,,,34,133,,246,19830
651,56,2009-04-25,Sigurdardottir II,0,http://en.wikipedia.org/wiki/Cabinet_of_Iceland,,,,538,36,,352,20091
652,8,2010-02-23,Balkenende V,1,http://en.wikipedia.org/wiki/Netherlands_cabinet_Balkenende-4,,Demissionary cabinet came into office when Queen Beatrix ordered early elections on 23 February 2010.,Caretaker cabinet remains more than three month in office before and after the election but continuation caretaker cabinets are only code ones.,69,578,134,528,20100
653,9,1977-09-11,Nordli II,0,http://en.wikipedia.org/wiki/Odvar_Nordli,"nyt, reg-no","PM Nordli resigned on 31 January 1981, effective 4 February, following a controversy over US weapons in Norway.",,520,499,,578,19770
654,27,1993-07-09,Gonzalez IV,0,,,"Minority cabinet supported by small regional parties, especially Convergence and Unity (CiU) (Hopkin 2005, 389),",,37,252,474,724,19930
655,7,1974-06-15,Thorn,0,http://lb.wikipedia.org/wiki/Regierung_Thorn-Vouel-Berg,,,,101,446,,442,19740
656,5,1972-07-07,Tanaka I,0,,,,,789,603,,392,19720
657,9,1969-09-07,Borten II,0,http://en.wikipedia.org/wiki/Per_Borten,"nyt, reg-no","PM Borten resigned on 2 March 1971, effective 17 March, following a disclosure of confidential documents about negotiations on European Economic Community membership.",,284,580,,578,19690
658,43,1952-03-08,Pinay,0,http://fr.wikipedia.org/wiki/Historique_des_gouvernements_de_la_France,,,,32,293,,250,19521
659,59,1953-04-02,Raab I,0,http://de.wikipedia.org/wiki/Bundesregierung_Raab_I,"faz, mueller","Cabinet was appointed on 2 April 1953.
On 28 February 1956, coalition parties agreed to call an early election after a conflict over former German properties.
Cabinet ended with an early election on 13 May 1956 and resigned one day later.",,560,11,,40,19530
660,21,1964-09-26,Krag II,0,http://da.wikipedia.org/wiki/Regeringen_Jens_Otto_Krag_II,mueller,,,841,288,,208,19640
661,55,2002-11-07,Repse,0,http://en.wikipedia.org/wiki/Einars_Repse,rferl,,,23,260,,428,20020
662,43,1967-04-06,Pompidou IV,0,http://fr.wikipedia.org/wiki/Historique_des_gouvernements_de_la_France,,,,349,291,,250,19670
663,67,2002-05-31,Lipponen III,0,http://en.wikipedia.org/wiki/Paavo_Lipponen's_second_cabinet,valt,"New cabinet starting on 31 May 2002 with a replacement of the Green (VIHR) environment ministers.
Cabinet ends with election on 16 March 2003 and resigns on 17 April (Valtioneuvosto).",,352,15,334,246,20020
664,56,1956-07-24,Jonasson III,0,http://en.wikipedia.org/wiki/Hermann_J%C3%B3nasson,nyt,"Cabinet was appointed on 24 July 1956.
Cabinet resigned on 4 December 1958 in disagreement over economic policy.",,762,665,,352,19560
665,5,1999-10-05,Obuchi III,0,,afp,Komeito enters cabinet on 5 October 1999.,,916,628,,392,19980
666,9,1945-06-25,Gerhardsen I,1,http://en.wikipedia.org/wiki/Einar_Gerhardsen,"nyt, reg-no","Provisional post-war cabinet formed on 25 June 1945.
Cabinet handed in resignation on 1 November 1945 and formally resigned on 5 November.",,,,,578,19450
667,37,1961-10-11,Lemass II,0,http://en.wikipedia.org/wiki/Government_of_the_17th_D%C3%A1il,,,,364,413,,372,19610
668,11,1963-12-20,Holyoake III,0,,,,,701,117,,554,19630
669,11,1978-12-12,Muldoon II,0,,,,,285,202,,554,19780
670,29,1984-06-30,Turner,0,,,,,70,139,,124,19840
671,33,1971-03-10,McMahon,1,http://en.wikipedia.org/wiki/McMahon_Ministry,hug-77,Following the defeat at the election McMahon resigned on 5 December 1972. A two-member interim ministry was formed by Whitlam and Barnard (both Australian Labor Party) until finalisation of election results.,,1024,735,,36,19710
672,26,1994-05-11,Berlusconi I,0,http://it.wikipedia.org/wiki/Governo_Berlusconi_I,afp,"Cabinet was sworn in on 11 May 1994 and won a confidence vote (yes: 366; no: 245) on 20 May 1994.
PM Berlusconi resigned on 22 December 1994 to avoid a confidence vote supported by the Northern League (LN) coalition partner.",,801,146,280,380,19940
673,56,1978-09-01,Johannesson II,0,http://en.wikipedia.org/wiki/%C3%93lafur_J%C3%B3hannesson,"indridason, keesings",Cabinet ends on 9 October when Social Democrats withdrew in conflict over economic policies (Keesing's). Cabinet resigned on 12 November (Indridason).,,849,275,,352,19780
674,26,1981-06-28,Spadolini I,0,http://it.wikipedia.org/wiki/Governo_Spadolini_I,"mueller, nyt","Cabinet resigned on 7 August 1982, a day after the Socialists (PSI) withdrew.",,464,604,353,380,19810
675,64,2010-06-13,Leterme III,1,http://en.wikipedia.org/wiki/Leterme_II_Government,bbc,,Start date set to 13 June 2010 (election date) following three month coding rule.,431,486,638,56,20100
676,26,1948-05-23,De Gasperi V,0,http://it.wikipedia.org/wiki/Governo_De_Gasperi_V,mueller,,,501,467,,380,19480
677,64,1974-04-25,Tindemans I,0,http://en.wikipedia.org/wiki/Leo_Tindemans,mueller,,,859,384,,56,19740
678,44,1992-04-09,Major II,0,http://en.wikipedia.org/wiki/Major_Ministry,"nyt, w",,Vote of confidence on 24 July 1993 to pass approval of the Treaty on European Union.,515,514,682,826,19920
679,5,2006-09-26,Abe I,0,,ejpr,,,850,554,,392,20060
680,55,2006-11-07,Kalvitis III,0,http://en.wikipedia.org/wiki/Aigars_Kalv%C4%ABtis,mue-rom,,,535,52,145,428,20061
681,72,1966-04-07,Borg Olivier II,0,,,,,589,419,,470,19660
682,55,1998-11-26,Kristopans I,0,http://en.wikipedia.org/wiki/Vilis_Kristopans,mue-rom,,,2,615,,428,19981
684,15,1992-12-02,Lubys,1,http://en.wikipedia.org/wiki/Bronislovas_Lubys,mue-rom,,,512,439,,440,19921
685,67,1954-10-20,Kekkonen V,0,http://en.wikipedia.org/wiki/Urho_Kekkonen,valt,,,161,71,,246,19541
686,75,2007-04-05,Ansip II,0,http://en.wikipedia.org/wiki/Andrus_Ansip%27s_cabinet,"afp, reuters",Government was appointed on 5 April 2007 and ended on 21 May 2009 when PM Ansip fired all three SDE ministers.,,274,83,130,233,20070
688,15,2008-11-27,Kubilius II,0,http://en.wikipedia.org/wiki/Andrius_Kubilius,afp,"PM Kubilius was nominated on 20 November 2008, elected on 27 November (yes: 89, no: 27, abstain: 18) and his cabinet was elected on 9 December (yes: 83, no: 40, abstain: 13).
Cabinet ended on 21 September 2010 with the merger of the coalition partners Liberal and Centre Union (LiCS) and the National Resurrection Party (TPP). ",,579,646,539,440,20080
689,63,1983-06-09,Soares III,0,,nyt,,,135,598,,620,19830
690,1,1992-06-24,Meciar II,0,http://en.wikipedia.org/wiki/Vladim%C3%ADr_Me%C4%8Diar,mue-rom,,,436,294,,703,19920
691,44,1951-10-26,Churchill III,0,http://en.wikipedia.org/wiki/Conservative_Government_1951-1957,bpf,"Conservatives and National Liberals formed an electoral alliance, the Woolton-Teviot agreement of May 1947, merging at the constituency level. The Conservatives had no majority of seats in parliament and there were no cabinet members from the National Liberals although Churchill had offered a cabinet position to Clement Davies who turned the offer down. ""The National Liberals met regularly as a group each Wednesday throughout the 1951-5 parliament, though they never voted as a group against the government"" (Dutton 1989, 366-7).",,88,102,,826,19510
692,43,1959-01-08,Debre,0,http://fr.wikipedia.org/wiki/Historique_des_gouvernements_de_la_France,,,,197,375,,250,19590
